$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
513341,FOOT03_341,,"[20, 41, 61, 82, 103, 146, 170, 195, 219, 243, 307, 335, 363, 391, 418, 504, 536, 568, 598, 630, 736, 772, 806, 841, 877, 913, 946, 982, 1018, 1053, 1087, 1123, 1158, 1192, 1228, 1263, 1299, 1333, 1368, 1404]","[29557, 42465, 55368, 68272, 81180, 94083, 106987, 119895, 132798, 145706, 198262, 257272, 322736, 394653, 473021, 557842, 649117, 746842, 851021, 961653, 1078736, 1202272, 1332262, 1468702, 1611596, 1760943, 1916745, 2078996, 2247701, 2422856, 2604465, 2792527, 2987043, 3188010, 3395430, 3609303, 3829627, 4056405, 4289636, 4529321]",,ニコポリスで消えてから数百年後に再び現れた装備の中の武器類は新しいものが多いですが、防具類はそうでもありません。これを着ていた人たちの行方は未だに分かりませんが、彼らの服だけが戻ってきたのです。,50,3,icon_item_baronwear_boots,380,,,,,,,0,ベルタスプラネタブーツ,10,0,TTTTT,380,0,1,9,0,0,0,964,482,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 9, 11, 17]",1,11,27,False,True,35.0
513342,FOOT03_342,,"[20, 41, 61, 82, 103, 146, 170, 195, 219, 243, 307, 335, 363, 391, 418, 504, 536, 568, 598, 630, 736, 772, 806, 841, 877, 913, 946, 982, 1018, 1053, 1087, 1123, 1158, 1192, 1228, 1263, 1299, 1333, 1368, 1404]","[29557, 42465, 55368, 68272, 81180, 94083, 106987, 119895, 132798, 145706, 198262, 257272, 322736, 394653, 473021, 557842, 649117, 746842, 851021, 961653, 1078736, 1202272, 1332262, 1468702, 1611596, 1760943, 1916745, 2078996, 2247701, 2422856, 2604465, 2792527, 2987043, 3188010, 3395430, 3609303, 3829627, 4056405, 4289636, 4529321]",,ニコポリスで消えてから数百年後に再び現れた装備の中の武器類は新しいものが多いですが、防具類はそうでもありません。これを着ていた人たちの行方は未だに分かりませんが、彼らの服だけが戻ってきたのです。,50,3,icon_item_baldish_boots,380,,,,,,,2,ベルタスウカスレザーブーツ,10,0,TTTTT,380,0,1,9,0,0,0,482,482,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 9, 11, 17]",1,11,27,False,True,40.0
513343,FOOT03_343,,"[20, 41, 61, 82, 103, 146, 170, 195, 219, 243, 307, 335, 363, 391, 418, 504, 536, 568, 598, 630, 736, 772, 806, 841, 877, 913, 946, 982, 1018, 1053, 1087, 1123, 1158, 1192, 1228, 1263, 1299, 1333, 1368, 1404]","[29557, 42465, 55368, 68272, 81180, 94083, 106987, 119895, 132798, 145706, 198262, 257272, 322736, 394653, 473021, 557842, 649117, 746842, 851021, 961653, 1078736, 1202272, 1332262, 1468702, 1611596, 1760943, 1916745, 2078996, 2247701, 2422856, 2604465, 2792527, 2987043, 3188010, 3395430, 3609303, 3829627, 4056405, 4289636, 4529321]",,ニコポリスで消えてから数百年後に再び現れた装備の中の武器類は新しいものが多いですが、防具類はそうでもありません。これを着ていた人たちの行方は未だに分かりませんが、彼らの服だけが戻ってきたのです。,50,3,icon_item_boots_frost,380,,,,,,,3,ベルタスガラティカグリーブ,10,0,TTTTT,380,0,1,9,0,0,0,482,964,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 9, 11, 17]",1,11,27,False,True,50.0
514101,FOOT04_101,,"[7, 15, 22, 30, 37, 50, 57, 65, 75, 82, 102, 110, 120, 130, 140, 165, 175, 185, 195, 205, 235, 247, 257, 270, 280, 292, 302, 315, 325, 337, 347, 360, 370, 382, 392, 405, 415, 427, 437, 450]","[9693, 12294, 14890, 17491, 20088, 22689, 25285, 27886, 30483, 33084, 44604, 57420, 71541, 86958, 103675, 121689, 141007, 161622, 183537, 206748, 231264, 257076, 284188, 312597, 342306, 373315, 405625, 439236, 474142, 510349, 547857, 586660, 626764, 668169, 710874, 754875, 800181, 846778, 894681, 943879]","[[66, 3.0]]",風のように速く走ることができるようになります。,56,4,icon_item_boots_knight,75,,,,,[30119],,2,ウィンドランナー,10,47,TTTTT,75,0,3,4,0,0,0,115,115,0.0,0.0,TTTT,"[1, 1, 1, 2, 2, 3, 4, 4, 5, 7]",1,11,27,False,False,15.0
514105,FOOT04_105,,"[2, 5, 7, 10, 12, 15, 17, 20, 22, 25, 27, 30, 32, 35, 37, 40, 42, 45, 47, 50, 52, 57, 60, 62, 65, 67, 70, 72, 75, 77, 80, 82, 85, 87, 90, 92, 95, 97, 100, 102]","[4545, 4567, 4590, 4612, 4635, 4657, 4680, 4702, 4725, 4747, 5962, 7186, 8424, 9675, 10935, 12204, 13486, 14782, 16087, 17401, 18729, 20070, 21420, 22779, 24151, 25537, 26932, 28336, 29754, 31185, 32625, 34074, 35536, 37012, 38497, 39991, 41499, 43020, 44550, 46089]","[[70, ""\u79fb\u52d5\u901f\u5ea6{img green_up_arrow 16 16}100\u30a2\u30c3\u30d7""]]",戦闘に役立つ装備です。右クリックすると装着できます。,-1,4,icon_item_boots_knight,1,,,,,,,2,GMブーツ,1,36,TTTTT,1,0,0,1,0,0,0,10,10,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",1,11,27,False,False,0.0
514106,FOOT04_106,,"[25, 50, 75, 100, 128, 178, 206, 237, 265, 296, 371, 406, 440, 475, 509, 612, 650, 687, 725, 765, 890, 934, 975, 1018, 1062, 1103, 1146, 1187, 1231, 1275, 1315, 1359, 1400, 1443, 1487, 1528, 1571, 1612, 1656, 1700]","[30061, 42467, 54873, 67278, 79684, 92090, 104496, 116901, 129307, 141713, 192648, 249789, 313131, 382677, 458424, 540372, 628530, 722883, 823446, 930210, 1043175, 1162344, 1287714, 1419290, 1557066, 1701047, 1851234, 2007621, 2170208, 2339001, 2513994, 2695192, 2882596, 3076200, 3276010, 3482020, 3694230, 3912646, 4137267, 4368089]","[[36, 24.0], [7, 442.0]]",着用者がこれで大地を歩く時、その主が歩みに恵みを授けます。もちろん、維持費用は人間の問題であって女神ジェミナとは無関係です。,40,0,icon_item_boots_acolyte_yellow,270,,,,,,28,0,ロロパンサーブーツ,13,4392,TTTTT,270,0,1,8,0,0,0,877,438,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 7, 9, 11, 17]",1,11,27,False,False,20.0
514107,FOOT04_107,,"[25, 50, 75, 100, 128, 178, 206, 237, 265, 296, 371, 406, 440, 475, 509, 612, 650, 687, 725, 765, 890, 934, 975, 1018, 1062, 1103, 1146, 1187, 1231, 1275, 1315, 1359, 1400, 1443, 1487, 1528, 1571, 1612, 1656, 1700]","[30061, 42467, 54873, 67278, 79684, 92090, 104496, 116901, 129307, 141713, 192648, 249789, 313131, 382677, 458424, 540372, 628530, 722883, 823446, 930210, 1043175, 1162344, 1287714, 1419290, 1557066, 1701047, 1851234, 2007621, 2170208, 2339001, 2513994, 2695192, 2882596, 3076200, 3276010, 3482020, 3694230, 3912646, 4137267, 4368089]","[[62, 31.0], [68, 18.0]]",直接大地に接触する装備なので、レザーを素材にした他の装備に比べて女神ジェミナの権能を付与しやすい方です。,40,0,icon_item_boots_nobleleather_yellow,270,,,,,,29,2,ロロパンサーレザーブーツ,13,4392,TTTTT,270,0,1,8,0,0,0,438,438,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 7, 9, 11, 17]",1,11,27,False,False,30.0
514108,FOOT04_108,,"[25, 50, 75, 100, 128, 178, 206, 237, 265, 296, 371, 406, 440, 475, 509, 612, 650, 687, 725, 765, 890, 934, 975, 1018, 1062, 1103, 1146, 1187, 1231, 1275, 1315, 1359, 1400, 1443, 1487, 1528, 1571, 1612, 1656, 1700]","[30061, 42467, 54873, 67278, 79684, 92090, 104496, 116901, 129307, 141713, 192648, 249789, 313131, 382677, 458424, 540372, 628530, 722883, 823446, 930210, 1043175, 1162344, 1287714, 1419290, 1557066, 1701047, 1851234, 2007621, 2170208, 2339001, 2513994, 2695192, 2882596, 3076200, 3276010, 3482020, 3694230, 3912646, 4137267, 4368089]","[[5, 561.0], [68, 20.0], [6, 57.0]]",大地の女神が人間に武器を与えることを許可したからといって、人間同士が殺し合うのを楽しんでいるわけではありません。この装備が使われるべき本来の敵は別にいたのです。,40,0,icon_item_boots_crusader,270,,,,,,30,3,ロロパンサープレートグリーブ,13,4392,TTTTT,270,0,1,8,0,0,0,438,877,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 7, 9, 11, 17]",1,11,27,False,False,50.0
514109,FOOT04_109,,"[28, 59, 90, 121, 153, 212, 250, 284, 321, 356, 450, 490, 531, 571, 612, 737, 781, 828, 875, 921, 1075, 1125, 1178, 1228, 1281, 1331, 1381, 1434, 1484, 1537, 1587, 1637, 1690, 1740, 1793, 1843, 1893, 1946, 1996, 2050]","[36188, 51660, 67126, 82598, 98070, 113536, 129008, 144480, 159946, 175418, 238612, 309540, 388206, 474600, 568737, 670603, 780207, 897545, 1022621, 1155430, 1295973, 1444254, 1600263, 1764015, 1935496, 2114715, 2301673, 2496364, 2698788, 2908946, 3126842, 3352471, 3585834, 3826935, 4075769, 4332342, 4596642, 4868687, 5148459, 5435970]","[[36, 36.0], [3, 14.0], [7, 766.0]]",この靴に合った魔力が見つからず悩んでいた一人のクポルが、オーウィン・ディルベンに頼んでついに完成させたといいます。,45,0,icon_item_boots_acolyte_silver,330,,,,,,36,0,ソルミキブーツ,14,5828,TTTTT,330,0,1,9,0,0,0,1068,534,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 8, 10, 13, 19]",1,11,27,False,False,25.0
514110,FOOT04_110,,"[28, 59, 90, 121, 153, 212, 250, 284, 321, 356, 450, 490, 531, 571, 612, 737, 781, 828, 875, 921, 1075, 1125, 1178, 1228, 1281, 1331, 1381, 1434, 1484, 1537, 1587, 1637, 1690, 1740, 1793, 1843, 1893, 1946, 1996, 2050]","[36188, 51660, 67126, 82598, 98070, 113536, 129008, 144480, 159946, 175418, 238612, 309540, 388206, 474600, 568737, 670603, 780207, 897545, 1022621, 1155430, 1295973, 1444254, 1600263, 1764015, 1935496, 2114715, 2301673, 2496364, 2698788, 2908946, 3126842, 3352471, 3585834, 3826935, 4075769, 4332342, 4596642, 4868687, 5148459, 5435970]","[[62, 60.0], [55, 23.0], [68, 28.0]]",この靴に合った魔力が見つからず悩んでいた製造者が、イエナ・ハヴィンダールを説得してついに完成させたといいます。,45,0,icon_item_boots_nobleleather_silver,330,,,,,,37,2,ソルミキレザーブーツ,14,5828,TTTTT,330,0,1,9,0,0,0,534,534,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 8, 10, 13, 19]",1,11,27,False,False,40.0
514111,FOOT04_111,,"[28, 59, 90, 121, 153, 212, 250, 284, 321, 356, 450, 490, 531, 571, 612, 737, 781, 828, 875, 921, 1075, 1125, 1178, 1228, 1281, 1331, 1381, 1434, 1484, 1537, 1587, 1637, 1690, 1740, 1793, 1843, 1893, 1946, 1996, 2050]","[36188, 51660, 67126, 82598, 98070, 113536, 129008, 144480, 159946, 175418, 238612, 309540, 388206, 474600, 568737, 670603, 780207, 897545, 1022621, 1155430, 1295973, 1444254, 1600263, 1764015, 1935496, 2114715, 2301673, 2496364, 2698788, 2908946, 3126842, 3352471, 3585834, 3826935, 4075769, 4332342, 4596642, 4868687, 5148459, 5435970]","[[5, 1113.0], [68, 33.0], [6, 96.0]]",マスターフィリップはこの靴が完成した後、祝賀の儀式を開いたそうです。,45,0,icon_item_boots_crusader_silver,330,,,,,,38,3,ソルミキプレートグリーブ,14,5828,TTTTT,330,0,1,9,0,0,0,534,1068,0.0,0.0,TTTT,"[1, 1, 2, 3, 4, 5, 8, 10, 13, 19]",1,11,27,False,False,65.0
514112,FOOT04_112,,"[10, 20, 30, 40, 52, 70, 82, 95, 107, 117, 147, 160, 175, 187, 200, 240, 255, 270, 285, 300, 345, 362, 377, 395, 412, 427, 445, 460, 477, 495, 510, 527, 542, 560, 577, 592, 610, 625, 642, 660]","[13212, 17572, 21928, 26289, 30645, 35005, 39361, 43717, 48078, 52434, 70992, 91728, 114642, 139734, 167008, 196461, 228091, 261900, 297891, 336055, 376402, 418927, 463635, 510516, 559579, 610821, 664240, 719838, 777618, 837576, 899712, 964026, 1030522, 1099192, 1170045, 1243080, 1318288, 1395675, 1475244, 1556991]",,商業が栄えた時代に商団の制服としてデザインされた衣服。今に至っては少し違う用途で使われています。,50,4,icon_item_alframerchant_boots,120,,,,,,,0,プリムスアルフラブーツ,7,0,TTTTT,120,0,1,6,0,0,0,358,179,0.0,0.0,TTTT,"[1, 1, 1, 2, 3, 3, 4, 5, 7, 9]",1,11,27,False,True,20.0
514113,FOOT04_113,,"[10, 20, 30, 40, 52, 70, 82, 95, 107, 117, 147, 160, 175, 187, 200, 240, 255, 270, 285, 300, 345, 362, 377, 395, 412, 427, 445, 460, 477, 495, 510, 527, 542, 560, 577, 592, 610, 625, 642, 660]","[13212, 17572, 21928, 26289, 30645, 35005, 39361, 43717, 48078, 52434, 70992, 91728, 114642, 139734, 167008, 196461, 228091, 261900, 297891, 336055, 376402, 418927, 463635, 510516, 559579, 610821, 664240, 719838, 777618, 837576, 899712, 964026, 1030522, 1099192, 1170045, 1243080, 1318288, 1395675, 1475244, 1556991]",,東洋から伝来したと伝わる様式の衣服。皮製にも関わらず通気性に優れているのが特徴です。,50,4,icon_item_eastengarden_boots,120,,,,,,,2,プリムスイースタンレザーブーツ,7,0,TTTTT,120,0,1,6,0,0,0,179,179,0.0,0.0,TTTT,"[1, 1, 1, 2, 3, 3, 4, 5, 7, 9]",1,11,27,False,True,30.0
514114,FOOT04_114,,"[10, 20, 30, 40, 52, 70, 82, 95, 107, 117, 147, 160, 175, 187, 200, 240, 255, 270, 285, 300, 345, 362, 377, 395, 412, 427, 445, 460, 477, 495, 510, 527, 542, 560, 577, 592, 610, 625, 642, 660]","[13212, 17572, 21928, 26289, 30645, 35005, 39361, 43717, 48078, 52434, 70992, 91728, 114642, 139734, 167008, 196461, 228091, 261900, 297891, 336055, 376402, 418927, 463635, 510516, 559579, 610821, 664240, 719838, 777618, 837576, 899712, 964026, 1030522, 1099192, 1170045, 1243080, 1318288, 1395675, 1475244, 1556991]",,鉄板を重ねて作られ、かつては弓矢攻撃に特化していた鎧。数回の改良を経て今はすべての攻撃に対応できるようになりました。,50,4,icon_item_gladiuspangle_boots,120,,,,,,,3,プリムスパングルプレートグリーブ,7,0,TTTTT,120,0,1,6,0,0,0,179,358,0.0,0.0,TTTT,"[1, 1, 1, 2, 3, 3, 4, 5, 7, 9]",1,11,27,False,True,50.0
514115,FOOT04_115,,"[12, 27, 40, 55, 67, 95, 110, 127, 142, 157, 197, 215, 235, 252, 270, 322, 342, 362, 382, 402, 467, 490, 512, 535, 557, 580, 602, 625, 647, 670, 690, 712, 735, 757, 780, 802, 825, 847, 870, 892]","[17284, 23674, 30069, 36459, 42853, 49248, 55638, 62032, 68422, 74817, 101511, 131404, 164493, 200776, 240255, 282933, 328806, 377874, 430141, 485604, 544261, 606114, 671166, 739413, 810855, 885496, 963333, 1044364, 1128591, 1216017, 1306638, 1400458, 1497469, 1597680, 1701085, 1807690, 1917490, 2030485, 2146675, 2266060]",,王国の戦闘ウィザードが身につけていた制服。昔はこの制服を着用できるだけで大きな光栄でした。,50,4,icon_item_warmage_boots,170,,,,,,,0,プリムスウォーメイジブーツ,8,0,TTTTT,170,0,1,6,0,0,0,500,250,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 5, 6, 8, 11]",1,11,27,False,True,20.0
514116,FOOT04_116,,"[12, 27, 40, 55, 67, 95, 110, 127, 142, 157, 197, 215, 235, 252, 270, 322, 342, 362, 382, 402, 467, 490, 512, 535, 557, 580, 602, 625, 647, 670, 690, 712, 735, 757, 780, 802, 825, 847, 870, 892]","[17284, 23674, 30069, 36459, 42853, 49248, 55638, 62032, 68422, 74817, 101511, 131404, 164493, 200776, 240255, 282933, 328806, 377874, 430141, 485604, 544261, 606114, 671166, 739413, 810855, 885496, 963333, 1044364, 1128591, 1216017, 1306638, 1400458, 1497469, 1597680, 1701085, 1807690, 1917490, 2030485, 2146675, 2266060]",,王国レンジャーの制服。 かつては王国のレンジャーも騎士と同等の待遇を受けていました。,50,4,icon_item_eaglestar_boots,170,,,,,,,2,{s20}プリムスイーグルスターレザーブーツ,8,0,TTTTT,170,0,1,6,0,0,0,250,250,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 5, 6, 8, 11]",1,11,27,False,True,30.0
514117,FOOT04_117,,"[12, 27, 40, 55, 67, 95, 110, 127, 142, 157, 197, 215, 235, 252, 270, 322, 342, 362, 382, 402, 467, 490, 512, 535, 557, 580, 602, 625, 647, 670, 690, 712, 735, 757, 780, 802, 825, 847, 870, 892]","[17284, 23674, 30069, 36459, 42853, 49248, 55638, 62032, 68422, 74817, 101511, 131404, 164493, 200776, 240255, 282933, 328806, 377874, 430141, 485604, 544261, 606114, 671166, 739413, 810855, 885496, 963333, 1044364, 1128591, 1216017, 1306638, 1400458, 1497469, 1597680, 1701085, 1807690, 1917490, 2030485, 2146675, 2266060]",,王国騎士団の制服。あの頃の騎士団は非常に人気があり、多くの人々が入団を待ち望んでいました。,50,4,icon_item_arkishknight_boots,170,,,,,,,3,プリムスニックスナイトグリーブ,8,0,FFFTF,170,0,1,6,0,0,0,250,500,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 5, 6, 8, 11]",1,11,27,False,True,55.0
514118,FOOT04_118,,"[7, 15, 22, 30, 37, 50, 57, 65, 75, 82, 102, 110, 120, 130, 140, 165, 175, 185, 195, 205, 235, 247, 257, 270, 280, 292, 302, 315, 325, 337, 347, 360, 370, 382, 392, 405, 415, 427, 437, 450]","[9693, 12294, 14890, 17491, 20088, 22689, 25285, 27886, 30483, 33084, 44604, 57420, 71541, 86958, 103675, 121689, 141007, 161622, 183537, 206748, 231264, 257076, 284188, 312597, 342306, 373315, 405625, 439236, 474142, 510349, 547857, 586660, 626764, 668169, 710874, 754875, 800181, 846778, 894681, 943879]",,マロネ装備はクレリック教団がもとになった装備です。クレリックの各教団が作った装備は、実際にその教団の中でも冒険を楽しむ少数の団員向けに開発され、使われていました。その理由は教団の全員がこのような装備を使う理由も、状況もなかったためです。,50,4,icon_item_malone_boots,75,,,,,,,0,プリムスマロネブーツ,8,0,TTTTT,75,0,1,4,0,0,0,231,115,0.0,0.0,TTTT,"[1, 1, 1, 2, 2, 3, 4, 4, 5, 7]",1,11,27,False,True,55.0
514119,FOOT04_119,,"[15, 32, 50, 67, 85, 117, 137, 157, 177, 197, 247, 270, 292, 315, 337, 405, 430, 457, 482, 507, 590, 617, 647, 675, 702, 730, 760, 787, 815, 845, 872, 900, 927, 957, 985, 1012, 1040, 1070, 1097, 1125]","[21474, 29965, 38452, 46944, 55431, 63918, 72409, 80896, 89388, 97875, 132957, 172278, 215847, 263664, 315720, 372024, 432571, 497362, 566397, 639675, 717201, 798970, 884983, 975240, 1069744, 1168488, 1271479, 1378714, 1490193, 1605919, 1725889, 1850098, 1978555, 2111260, 2248204, 2389396, 2534832, 2684511, 2838433, 2996604]",,プラケ装備はカスパエル国王時代が残した唯一の文化遺産とも言われます。つまり装備は美しいが、実はあの時代が良くなかったという皮肉な意味が含まれています。,50,4,icon_item_prake_boots,220,,,,,,,0,プリムスプラケブーツ,8,0,TTTTT,220,0,1,7,0,0,0,642,321,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 7, 9, 13]",1,11,27,False,True,55.0
514120,FOOT04_120,,"[7, 15, 22, 30, 37, 50, 57, 65, 75, 82, 102, 110, 120, 130, 140, 165, 175, 185, 195, 205, 235, 247, 257, 270, 280, 292, 302, 315, 325, 337, 347, 360, 370, 382, 392, 405, 415, 427, 437, 450]","[9693, 12294, 14890, 17491, 20088, 22689, 25285, 27886, 30483, 33084, 44604, 57420, 71541, 86958, 103675, 121689, 141007, 161622, 183537, 206748, 231264, 257076, 284188, 312597, 342306, 373315, 405625, 439236, 474142, 510349, 547857, 586660, 626764, 668169, 710874, 754875, 800181, 846778, 894681, 943879]",,ラズナ装備は過去に存在したものの現在は消えたモンスターの名前がその由来です。伝説によると、女神を始め魔族でさえ危険と判断されて幾つかの生物が特別な場所に閉じ込められ、隔離されていたそうです。しかし、なぜその名前がこの装備に付けられたかについては不明です。,50,4,icon_item_razna_boots,75,,,,,,,2,プリムスラズナレザーブーツ,8,0,TTTTT,75,0,1,4,0,0,0,115,115,0.0,0.0,TTTT,"[1, 1, 1, 2, 2, 3, 4, 4, 5, 7]",1,11,27,False,True,55.0
514121,FOOT04_121,,"[15, 32, 50, 67, 85, 117, 137, 157, 177, 197, 247, 270, 292, 315, 337, 405, 430, 457, 482, 507, 590, 617, 647, 675, 702, 730, 760, 787, 815, 845, 872, 900, 927, 957, 985, 1012, 1040, 1070, 1097, 1125]","[21474, 29965, 38452, 46944, 55431, 63918, 72409, 80896, 89388, 97875, 132957, 172278, 215847, 263664, 315720, 372024, 432571, 497362, 566397, 639675, 717201, 798970, 884983, 975240, 1069744, 1168488, 1271479, 1378714, 1490193, 1605919, 1725889, 1850098, 1978555, 2111260, 2248204, 2389396, 2534832, 2684511, 2838433, 2996604]",,キアーク装備は一時期ケドラ商団が製造した人気商品でした。ケドラ商団は神樹の日以降、この装備を再度売り始めましたが、もはや彼らだけが作れる装備ではないので、どれほどの利益が得られるかは不明です。,50,4,icon_item_kiarc_boots,220,,,,,,,2,プリムスキアークレザーブーツ,8,0,TTTTT,220,0,1,7,0,0,0,321,321,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 7, 9, 13]",1,11,27,False,True,55.0
514122,FOOT04_122,,"[7, 15, 22, 30, 37, 50, 57, 65, 75, 82, 102, 110, 120, 130, 140, 165, 175, 185, 195, 205, 235, 247, 257, 270, 280, 292, 302, 315, 325, 337, 347, 360, 370, 382, 392, 405, 415, 427, 437, 450]","[9693, 12294, 14890, 17491, 20088, 22689, 25285, 27886, 30483, 33084, 44604, 57420, 71541, 86958, 103675, 121689, 141007, 161622, 183537, 206748, 231264, 257076, 284188, 312597, 342306, 373315, 405625, 439236, 474142, 510349, 547857, 586660, 626764, 668169, 710874, 754875, 800181, 846778, 894681, 943879]",,バルグアル装備はルクリスが作ったと言われる伝説の魔法抵抗装備を再現する過程で生まれた装備です。ルクリス装備ほどではありませんが、まあまあ使えるでしょう。,50,4,icon_item_vargu_boots,75,,,,,,,3,プリムスバルグアルプレートブーツ,8,0,TTTTT,75,0,1,4,0,0,0,115,231,0.0,0.0,TTTT,"[1, 1, 1, 2, 2, 3, 4, 4, 5, 7]",1,11,27,False,True,55.0
514123,FOOT04_123,,"[15, 32, 50, 67, 85, 117, 137, 157, 177, 197, 247, 270, 292, 315, 337, 405, 430, 457, 482, 507, 590, 617, 647, 675, 702, 730, 760, 787, 815, 845, 872, 900, 927, 957, 985, 1012, 1040, 1070, 1097, 1125]","[21474, 29965, 38452, 46944, 55431, 63918, 72409, 80896, 89388, 97875, 132957, 172278, 215847, 263664, 315720, 372024, 432571, 497362, 566397, 639675, 717201, 798970, 884983, 975240, 1069744, 1168488, 1271479, 1378714, 1490193, 1605919, 1725889, 1850098, 1978555, 2111260, 2248204, 2389396, 2534832, 2684511, 2838433, 2996604]",,この装備を考案して最初に着用した人は現ランサーマスターであるノア・ペルセウスの祖父、ジェフリー・ペルセウスです。ブラック家と交流の深い仲だった彼は、装備の製作や考案について強い関心を持っていたそうです。,50,4,icon_item_swoolite_boots,220,,,,,,,3,プリムススウリトプレートブーツ,8,0,TTTTT,220,0,1,7,0,0,0,321,642,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 7, 9, 13]",1,11,27,False,True,55.0
514124,FOOT04_124,,"[20, 40, 60, 80, 102, 142, 165, 190, 212, 237, 297, 325, 352, 380, 407, 490, 520, 550, 580, 612, 712, 747, 780, 815, 850, 882, 917, 950, 985, 1020, 1052, 1087, 1120, 1155, 1190, 1222, 1257, 1290, 1325, 1360]","[25767, 36400, 47034, 57667, 68301, 78934, 89568, 100201, 110835, 121468, 165127, 214105, 268398, 328009, 392935, 463176, 538740, 619614, 705811, 797323, 894150, 996295, 1103755, 1216534, 1334628, 1458040, 1586772, 1720818, 1860178, 2004858, 2154852, 2310165, 2470797, 2636743, 2808009, 2984589, 3166483, 3353697, 3546229, 3744076]",,高級な布に魔力を宿した毛をあしらって作った堅固な靴です。着心地と保温性に優れています。,50,4,icon_item_boots_kailinis,270,,,,,,,0,プリムスカリニスブーツ,9,0,TTTTT,270,0,1,8,0,0,0,783,391,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 8, 10, 15]",1,11,27,False,True,30.0
514125,FOOT04_125,,"[20, 40, 60, 80, 102, 142, 165, 190, 212, 237, 297, 325, 352, 380, 407, 490, 520, 550, 580, 612, 712, 747, 780, 815, 850, 882, 917, 950, 985, 1020, 1052, 1087, 1120, 1155, 1190, 1222, 1257, 1290, 1325, 1360]","[25767, 36400, 47034, 57667, 68301, 78934, 89568, 100201, 110835, 121468, 165127, 214105, 268398, 328009, 392935, 463176, 538740, 619614, 705811, 797323, 894150, 996295, 1103755, 1216534, 1334628, 1458040, 1586772, 1720818, 1860178, 2004858, 2154852, 2310165, 2470797, 2636743, 2808009, 2984589, 3166483, 3353697, 3546229, 3744076]",,動物やモンスターの間で数万匹に1匹だけ生まれる白色種の皮で作られた堅固な靴です。 ,50,4,icon_item_boots_albinosas,270,,,,,,,2,プリムスアルビノサスレザーブーツ,9,0,TTTTT,270,0,1,8,0,0,0,391,391,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 8, 10, 15]",1,11,27,False,True,40.0
514126,FOOT04_126,,"[20, 40, 60, 80, 102, 142, 165, 190, 212, 237, 297, 325, 352, 380, 407, 490, 520, 550, 580, 612, 712, 747, 780, 815, 850, 882, 917, 950, 985, 1020, 1052, 1087, 1120, 1155, 1190, 1222, 1257, 1290, 1325, 1360]","[25767, 36400, 47034, 57667, 68301, 78934, 89568, 100201, 110835, 121468, 165127, 214105, 268398, 328009, 392935, 463176, 538740, 619614, 705811, 797323, 894150, 996295, 1103755, 1216534, 1334628, 1458040, 1586772, 1720818, 1860178, 2004858, 2154852, 2310165, 2470797, 2636743, 2808009, 2984589, 3166483, 3353697, 3546229, 3744076]",,チタニウムという異国の鉱石で作られた堅固な靴です。とても硬いですが、その分重いです。,50,4,icon_item_boots_titanas,270,,,,,,,3,プリムスタイタナスグリーブ,9,0,TTTTT,270,0,1,8,0,0,0,391,783,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 4, 6, 8, 10, 15]",1,11,27,False,True,70.0
